0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453
-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00041957,0.0043073,0.0082361,0.012204,0.016079,0.019887,0.023752,0.027654,0.031597,0.035578,0.039598,0.043655,0.04775,0.05188,0.056046,0.060247,0.064482,0.06875,0.073052,0.077386,0.081751,0.086148,0.090575,0.095032,0.099519,0.10403,0.10858,0.11315,0.11775,0.12238,0.12703,0.13171,0.13641,0.14114,0.1459,0.15067,0.15548,0.16031,0.16516,0.17003,0.17493,0.17985,0.1848,0.18976,0.19475,0.19976,0.2048,0.20985,0.21493,0.22003,0.22515,0.23029,0.23546,0.24064,0.24585
0.0075822,0.010099,0.012625,0.01516,0.017698,0.020243,0.022798,0.025363,0.027936,0.030518,0.033108,0.035705,0.038309,0.04092,0.043537,0.04616,0.048788,0.051421,0.054059,0.0567,0.059346,0.061995,0.064647,0.067301,0.069958,0.072616,0.075276,0.077937,0.080599,0.083262,0.085925,0.088587,0.091249,0.093911,0.096571,0.09923,0.10189,0.10454,0.10719,0.10984,0.11249,0.11514,0.11778,0.12041,0.12305,0.12567,0.1283,0.13092,0.13353,0.13614,0.13874,0.14134,0.14393,0.14651,0.14909
0.00011082,0.0038609,0.0076478,0.01147,0.015192,0.01884,0.022544,0.026285,0.030065,0.033885,0.037743,0.041641,0.045578,0.049553,0.053566,0.057618,0.061707,0.065835,0.07,0.074203,0.078442,0.082719,0.087032,0.091382,0.095769,0.10019,0.10465,0.10914,0.11367,0.11824,0.12284,0.12747,0.13214,0.13684,0.14158,0.14635,0.15116,0.156,0.16087,0.16578,0.17071,0.17569,0.18069,0.18573,0.1908,0.19591,0.20105,0.20622,0.21142,0.21665,0.22192,0.22722,0.23255,0.23792,0.24331
0.00010576,-0.002089,-0.0042912,-0.0064997,-0.0086167,-0.010663,-0.012731,-0.014808,-0.016896,-0.018995,-0.021105,-0.023225,-0.025357,-0.0275,-0.029653,-0.031818,-0.033993,-0.03618,-0.038378,-0.040586,-0.042806,-0.045036,-0.047277,-0.049529,-0.051791,-0.054064,-0.056348,-0.058642,-0.060946,-0.063261,-0.065586,-0.067919,-0.070264,-0.072619,-0.074983,-0.077357,-0.079741,-0.082134,-0.084536,-0.086947,-0.089368,-0.091797,-0.094235,-0.096682,-0.099137,-0.1016,-0.10407,-0.10655,-0.10904,-0.11153,-0.11404,-0.11655,-0.11907,-0.12159,-0.12412
0.00038311,0.0051718,0.0099056,0.014584,0.019201,0.023758,0.028265,0.032718,0.037117,0.041461,0.04575,0.049982,0.054157,0.058274,0.062333,0.066332,0.070272,0.074152,0.077972,0.08173,0.085427,0.089063,0.092636,0.096147,0.099596,0.10298,0.10631,0.10956,0.11276,0.11589,0.11896,0.12197,0.12492,0.12779,0.13061,0.13336,0.13605,0.13867,0.14124,0.14373,0.14617,0.14854,0.15085,0.15309,0.15527,0.15739,0.15945,0.16144,0.16337,0.16524,0.16704,0.16879,0.17047,0.17209,0.17364
-6.4009e-05,-0.004527,-0.0089821,-0.013428,-0.017689,-0.021804,-0.025938,-0.030069,-0.034198,-0.038327,-0.042454,-0.04658,-0.050705,-0.054828,-0.05895,-0.06307,-0.067189,-0.071306,-0.075422,-0.079535,-0.083647,-0.087757,-0.091865,-0.095971,-0.10008,-0.10418,-0.10828,-0.11237,-0.11647,-0.12056,-0.12465,-0.12874,-0.13283,-0.13691,-0.14099,-0.14507,-0.14915,-0.15322,-0.1573,-0.16136,-0.16543,-0.1695,-0.17356,-0.17762,-0.18168,-0.18574,-0.18979,-0.19384,-0.19789,-0.20194,-0.20599,-0.21003,-0.21407,-0.21811,-0.22215
-0.096134,-0.10074,-0.10539,-0.11007,-0.11477,-0.11949,-0.12424,-0.12903,-0.13384,-0.13869,-0.14356,-0.14847,-0.1534,-0.15836,-0.16335,-0.16836,-0.1734,-0.17846,-0.18355,-0.18866,-0.1938,-0.19896,-0.20414,-0.20934,-0.21457,-0.21981,-0.22508,-0.23037,-0.23568,-0.24101,-0.24635,-0.25172,-0.25711,-0.26251,-0.26794,-0.27338,-0.27884,-0.28432,-0.28982,-0.29533,-0.30086,-0.30641,-0.31198,-0.31756,-0.32316,-0.32878,-0.33441,-0.34006,-0.34572,-0.3514,-0.3571,-0.36281,-0.36854,-0.37428,-0.38004
-0.00055675,-0.0032985,-0.0060207,-0.0087221,-0.011307,-0.013797,-0.016283,-0.018751,-0.021202,-0.023637,-0.026055,-0.028456,-0.030839,-0.033205,-0.035553,-0.037882,-0.040193,-0.042485,-0.044759,-0.047013,-0.049248,-0.051464,-0.053659,-0.055835,-0.057991,-0.060127,-0.062242,-0.064337,-0.066411,-0.068464,-0.070497,-0.072507,-0.074497,-0.076466,-0.078413,-0.080339,-0.082242,-0.084125,-0.085985,-0.087823,-0.089639,-0.091433,-0.093205,-0.094955,-0.096682,-0.098386,-0.10007,-0.10173,-0.10336,-0.10498,-0.10657,-0.10814,-0.10968,-0.11121,-0.11271
-0.031782,-0.030561,-0.029373,-0.028215,-0.027741,-0.027806,-0.027797,-0.027798,-0.027798,-0.027798,-0.027798,-0.027799,-0.027799,-0.0278,-0.0278,-0.027801,-0.027801,-0.027802,-0.027803,-0.027804,-0.027805,-0.027806,-0.027807,-0.027808,-0.027809,-0.02781,-0.027811,-0.027813,-0.027814,-0.027815,-0.027817,-0.02782,-0.027821,-0.027823,-0.027824,-0.027825,-0.027827,-0.027828,-0.02783,-0.027831,-0.027833,-0.027834,-0.027836,-0.027837,-0.027839,-0.02784,-0.027842,-0.027844,-0.027845,-0.027846,-0.027848,-0.027849,-0.027851,-0.027852,-0.027854
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00013094,-0.00012662,-0.00011986,-0.00011072,-0.0001018,-9.2648e-05,-8.0919e-05,-6.6965e-05,-5.0767e-05,-3.236e-05,-1.177e-05,1.0971e-05,3.5835e-05,6.2791e-05,9.1807e-05,0.00012285,0.0001559,0.00019091,0.00022785,0.00026669,0.00030741,0.00034996,0.00039431,0.00044044,0.00048831,0.00053789,0.00058915,0.00064205,0.00069658,0.00075269,0.00081036,0.00086954,0.00093024,0.00099241,0.001056,0.0011211,0.0011875,0.0012553,0.0013245,0.0013949,0.0014667,0.0015397,0.001614,0.0016895,0.0017662,0.0018441,0.0019232,0.0020034,0.0020848,0.0021673,0.0022508,0.0023355,0.0024212,0.002508,0.0025958
0.087728,0.087369,0.087007,0.086643,0.086297,0.085963,0.085625,0.085285,0.084941,0.084595,0.084247,0.083896,0.083542,0.083186,0.082828,0.082467,0.082104,0.081739,0.081371,0.081001,0.080629,0.080255,0.079878,0.079499,0.079118,0.078735,0.07835,0.077962,0.077572,0.07718,0.076785,0.076389,0.07599,0.075589,0.075185,0.074779,0.074371,0.07396,0.073547,0.073132,0.072714,0.072293,0.07187,0.071444,0.071016,0.070585,0.070151,0.069714,0.069275,0.068833,0.068388,0.06794,0.067489,0.067035,0.066578
-0.0010544,-0.0026385,-0.0042398,-0.0058579,-0.0074551,-0.0090388,-0.010644,-0.012265,-0.013903,-0.015558,-0.017229,-0.018917,-0.02062,-0.022339,-0.024074,-0.025824,-0.027589,-0.029369,-0.031164,-0.032974,-0.034798,-0.036636,-0.038488,-0.040354,-0.042234,-0.044126,-0.046032,-0.047951,-0.049883,-0.051828,-0.053784,-0.055753,-0.057734,-0.059727,-0.061731,-0.063747,-0.065775,-0.067813,-0.069862,-0.071922,-0.073993,-0.076073,-0.078165,-0.080266,-0.082377,-0.084497,-0.086628,-0.088767,-0.090916,-0.093074,-0.09524,-0.097415,-0.099599,-0.10179,-0.10399
-0.0035455,-0.0066062,-0.0096351,-0.012632,-0.015555,-0.018416,-0.021254,-0.024064,-0.026846,-0.0296,-0.032327,-0.035028,-0.037701,-0.040348,-0.042968,-0.045562,-0.04813,-0.050672,-0.053189,-0.055681,-0.058148,-0.06059,-0.063009,-0.065403,-0.067774,-0.070122,-0.072447,-0.07475,-0.07703,-0.079289,-0.081527,-0.083743,-0.085939,-0.088115,-0.09027,-0.092406,-0.094523,-0.096622,-0.098702,-0.10076,-0.10281,-0.10483,-0.10684,-0.10884,-0.11081,-0.11278,-0.11472,-0.11665,-0.11857,-0.12047,-0.12235,-0.12423,-0.12608,-0.12793,-0.12976
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453,0.17453
-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453,-0.17453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
